"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"76802044010478_ereg_232",-82.1406,31.2281,17.29,1269.132,515.979,3014.825,-0.864,"EntVert",19.082763671875
"76802238010478_ereg_232",-83.6133,30.857,18.387,1302.218,518.078,3240.497,0,"Others",62.7996711730957
"76803304010478_ereg_232",-81.6651,32.0796,15.495,1177.034,452.448,2874.72,0.552,"SpodHist",29.4725074768066
"76803972010478_ereg_232",-81.3955,32.0035,14.712,1226.794,439.977,2742.602,0,"Others",27.5767822265625
"76805082010478_ereg_232",-81.5958,32.2445,16.312,1175.393,474.837,3048.219,0.009,"EntVert",20.5193901062012
"76808820010478_ereg_231",-84.8226,33.4851,14.218,1290.607,773.704,2430.224,0.153,"Others",241.867248535156
"76809750010478_ereg_231",-84.7399,33.3287,15.517,1289.149,716.887,2701.693,0.503,"UltKan",286.013122558594
"76810194010478_ereg_231",-84.8519,33.4008,14.703,1302.083,684.868,2597.866,0.003,"UltKan",248.45539855957
"76810816010478_ereg_232",-83.9392,32.6561,15.867,1166.496,649.32,2859.26,-0.936,"EntVert",147.4248046875
"76811693010478_ereg_M221",-84.2773,34.4871,12.11,1584.732,1679.301,1067.678,-0.949,"AlfInc",496.443389892578
"76811832010478_ereg_M221",-84.2505,34.5548,12.865,1579.817,1422.788,1353.112,-0.986,"Others",549.631286621094
"76811942010478_ereg_231",-84.1297,34.4279,13.825,1498.147,1258.789,1839.041,-0.319,"Others",393.42919921875
"76813882010478_ereg_232",-83.2183,32.2467,16.058,1165.917,651.859,2860.244,0.503,"Others",102.701019287109
"76815282010478_ereg_232",-84.2421,31.553,17.337,1277.786,702.474,2857.218,0.5,"Others",61.9160232543945
"76815717010478_ereg_231",-84.8485,33.6346,14.532,1303.988,909.818,2320.159,-0.324,"UltKan",304.036804199219
"76816184010478_ereg_232",-84.9708,31.1452,15.895,1336.746,2019.658,1518.172,-0.056,"Others",59.8860740661621
"76817523010478_ereg_231",-82.7307,33.3959,14.727,1149.486,591.712,2772.562,0.631,"UltKan",176.495986938477
"76817882010478_ereg_232",-82.6071,33.3961,15.302,1156.093,604.7,2861.112,-0.005,"UltKan",163.611206054688
"76817985010478_ereg_231",-82.5864,33.4285,15.34,1154.232,610.9,2837.136,-0.998,"UltKan",146.356948852539
"76818824010478_ereg_232",-82.8269,33.0796,14.725,1141.176,588.956,2746.786,-0.752,"Others",118.161361694336
"76821213010478_ereg_232",-81.946,31.6888,17.335,1209.23,504.335,3155.415,0,"Others",42.9337425231934
"76821457010478_ereg_232",-84.5237,31.9273,15.2,1246.046,1623.712,1894.05,0.01,"Others",144.301086425781
"76822543010478_ereg_231",-83.8195,34.513,13.935,1526.324,1265.474,1836.048,-1,"Others",504.795715332031
"76826505010478_ereg_232",-83.2522,32.9383,14.22,1147.529,624.819,2582.757,-0.667,"EntVert",136.282287597656
"76826847010478_ereg_232",-83.1102,32.8726,14.212,1145.359,1346.287,1784.823,0.944,"Others",130.341842651367
"76827666010478_ereg_232",-83.8453,31.8038,16.873,1174.669,668.908,2990.615,-0.005,"Others",88.0068054199219
"76827751010478_ereg_232",-83.9018,31.6398,16.385,1212.795,669.754,2889.496,0.085,"Others",91.3318176269531
"76832099010478_ereg_223",-85.6278,36.2632,7.7,1397.829,761.442,1980.71,0.723,"Others",298.155883789062
"76832556010478_ereg_M221",-81.7759,36.402,6.243,1173.566,1373.391,948.282,-0.001,"AlfInc",1076.11938476562
"76832653010478_ereg_M221",-81.895,36.573,6.692,1283.29,1982.652,301.635,1,"AlfInc",1042.00354003906
"76832828010478_ereg_M221",-81.9948,36.3681,10.195,1183.065,1672.317,1060.551,0,"AlfInc",719.517395019531
"76833852010478_ereg_231",-89.4894,35.8284,10.277,1278.105,920.25,2140.951,0.395,"AlfInc",162.880279541016
"76834228010478_ereg_234",-89.8046,35.6594,9.105,1272.803,836.52,2046.478,1,"EntVert",73.3412322998047
"76834314010478_ereg_234",-89.9357,35.7321,11.69,1251.159,651.271,2599.77,1,"Others",72.618896484375
"76835210010478_ereg_223",-87.5717,35.2125,10.732,1472.936,701.422,2250.896,-0.515,"AlfInc",271.792053222656
"76835848010478_ereg_223",-87.6081,35.526,10.387,1414.968,1301.671,1632.343,-0.123,"AlfInc",306.955596923828
"76835954010478_ereg_223",-87.4568,35.4546,10.85,1429.151,943.095,2072.728,-0.896,"Others",258.233276367188
"76836661010478_ereg_223",-86.5363,35.0957,12.69,1406.615,1277.884,1919.14,0.301,"Others",252.444198608398
"76836817010478_ereg_223",-86.4968,35.1746,12.583,1408.418,1266.697,1925.589,0,"AlfInc",230.726928710938
"76837054010478_ereg_221",-84.4634,35.3582,9.69,1384.678,939.548,1893.472,-0.72,"Others",319.55322265625
"76837257010478_ereg_221",-84.5687,35.4356,10.37,1417.017,1138.855,1894.07,0.172,"Others",290.267669677734
"76838301010478_ereg_231",-88.6219,35.0853,12.317,1436.117,1271.521,1919.553,0.749,"EntVert",124.97395324707
"76838532010478_ereg_231",-88.7712,35.0859,12.988,1420.697,961.353,2226.106,0,"EntVert",122.969062805176
"76839602010478_ereg_231",-88.8852,35.5201,12.04,1359.712,674.886,2502.148,0.093,"AlfInc",165.064468383789
"76839793010478_ereg_231",-88.9984,35.4793,12.418,1354.154,702.8,2621.775,-0.664,"AlfInc",129.48030090332
"76839943010478_ereg_221",-85.4283,35.2149,9.03,1612.95,1192.811,1534.009,-0.968,"Others",683.057006835938
"76839987010478_ereg_221",-85.4861,35.1343,12.24,1392.664,1210.835,1870.817,-0.016,"Others",554.503479003906
"76840177010478_ereg_221",-85.582,35.2122,9.922,1501.713,1234.497,1522.012,-0.923,"AlfInc",325.052581787109
"76840472010478_ereg_221",-85.6924,35.2527,9.835,1609.711,1221.125,1542.527,0.003,"Others",572.837951660156
"76840991010478_ereg_223",-86.7328,35.3862,10.06,1419.176,892.89,2007.144,0.2,"Others",345.609985351562
"76841079010478_ereg_223",-86.7375,35.3004,10.7,1417.425,932.98,2024.056,-0.888,"Others",308.054992675781
"76841191010478_ereg_223",-86.9404,35.4462,10.97,1405.382,947.461,2132.037,-0.949,"Others",259.294128417969
"76841318010478_ereg_223",-86.7805,35.4813,10.065,1390.582,599.452,2497.054,-0.632,"Others",210.919158935547
"76842253010478_ereg_221",-84.889,35.3472,10.192,1379.481,1289.864,1718.424,0.047,"Others",220.979766845703
"76842628010478_ereg_M221",-84.1529,35.3486,8.28,1489.847,1617.589,983.797,-0.375,"Others",705.142028808594
"76843235010478_ereg_M221",-84.3155,35.2822,7.872,1468.749,1284.748,1352.934,-0.374,"AlfInc",520.006469726562
"76843808010478_ereg_223",-87.4955,36.6188,8.787,1272.886,1156.086,1715.008,0.952,"AlfInc",155.79084777832
"76844215010478_ereg_M221",-84.4895,36.2034,8.712,1703.925,1800.9,686.518,0.457,"Others",677.811584472656
"76844292010478_ereg_221",-84.5493,35.9831,9.133,1439.541,1234.572,1604.196,0.429,"Others",309.920379638672
"76844608010478_ereg_M221",-84.6157,36.0722,8.168,1393.683,1308.535,1380.496,-0.193,"Others",421.935729980469
"76844710010478_ereg_221",-84.7211,36.2811,8.19,1400.297,776.483,1927.547,-0.227,"Others",431.320281982422
"76844789010478_ereg_221",-84.7158,36.2003,9.535,1419.068,1316.21,1519.216,-0.376,"Others",474.605194091797
"76845100010478_ereg_221",-84.8765,36.1975,9.24,1409.003,1248.946,1638.459,-0.35,"Others",500.799743652344
"76845256010478_ereg_231",-89.0567,36.2629,8.985,1314.583,807.316,2156.601,0.952,"AlfInc",102.060516357422
"76845811010478_ereg_221",-85.1446,36.3808,12.382,1418.653,1516.848,1503.924,0.448,"AlfInc",513.768432617188
"76845916010478_ereg_221",-85.3118,36.1987,12.055,1463.225,1485.525,1458.052,0,"Others",415.951293945312
"76846004010478_ereg_223",-85.2514,36.4644,12.143,1329.904,1507.119,1528.107,0.579,"AlfInc",264.3671875
"76846125010478_ereg_223",-85.3045,36.2798,11.805,1394.947,1484.858,1442.028,0,"Others",425.872222900391
"76846243010478_ereg_223",-85.358,36.5149,10.588,1330.59,1697.697,1126.304,-1,"Others",348.017150878906
"76846320010478_ereg_223",-85.416,36.4605,11.508,1341.21,1741.402,1098.31,0.237,"Others",331.667358398438
"76846807010478_ereg_223",-87.7767,35.8243,10.18,1338.244,917.21,2190.842,0.149,"AlfInc",173.503463745117
"76847039010478_ereg_223",-87.8708,35.5184,10.363,1381.078,882.017,2043.916,0,"AlfInc",199.221801757812
"76847189010478_ereg_223",-87.9334,35.8225,10.34,1320.312,875.762,2051.159,0.043,"AlfInc",173.354629516602
"76847282010478_ereg_223",-87.9766,35.7357,9.76,1362.584,865.83,2044.145,-0.253,"AlfInc",155.975311279297
"76847535010478_ereg_221",-84.7543,36.5494,11.527,1377.08,1888.39,890.778,0.665,"Others",477.995635986328
"76847637010478_ereg_221",-84.8615,36.591,6.917,1415.094,726.529,1909.677,-0.472,"AlfInc",470.198547363281
"76849171010478_ereg_M221",-84.5203,35.1153,11.082,1444.307,1363.061,1417.983,-0.668,"AlfInc",454.861297607422
"76849606010478_ereg_221",-85.3522,36.126,9.803,1530.664,1239.293,1595.57,0,"AlfInc",552.620361328125
"76849679010478_ereg_223",-85.3577,36.2062,9.643,1422.507,889.863,2049.209,-0.011,"AlfInc",338.370666503906
"76849986010478_ereg_221",-84.893,35.7315,10.38,1483.807,1274.231,1521.771,0.298,"AlfInc",359.998107910156
"76850055010478_ereg_221",-84.9166,35.6095,9.465,1436.075,1212.552,1553.66,0.448,"AlfInc",233.202011108398
"76850522010478_ereg_221",-84.5088,35.8549,10.305,1369.221,1298.16,1667.919,0.06,"Others",247.550415039062
"76850895010478_ereg_221",-84.6096,35.759,9.705,1394.216,1250.43,1606.628,0.289,"Others",273.705047607422
"76851165010478_ereg_221",-84.3397,35.8905,9.723,1341.81,1253.709,1628.093,-0.728,"Others",259.105377197266
"76851834010478_ereg_223",-86.1822,35.9397,12.207,1402.024,1008.314,2159.79,-0.499,"Others",239.942581176758
"76852682010538_ereg_221",-78.6806,40.9787,3.38,1124.746,1344.016,1010.316,0.113,"Others",572.410827636719
"76852847010538_ereg_221",-78.222,41.2042,4.622,1121.81,1310.185,1001.301,0.202,"AlfInc",595.138244628906
"76852942010478_ereg_221",-84.6077,36.5387,10.607,1365.356,1666.813,1055.767,-0.54,"AlfInc",429.959533691406
"76853259010538_ereg_M221",-77.416,39.9224,6.128,1224.772,1221.307,1100.213,0.331,"Others",440.943511962891
"76853379010478_ereg_221",-84.6111,36.4612,6.692,1357.368,710.232,1924.416,0.02,"AlfInc",408.543914794922
"76853494010478_ereg_221",-84.6597,36.3733,8.517,1389.589,839.103,1914.528,-0.019,"Others",422.986877441406
"76853624010478_ereg_221",-84.7215,36.5915,7.07,1365.167,684.394,1905.988,-0.921,"Others",442.341766357422
"76854071010478_ereg_221",-85.3961,35.2758,11.933,1360.313,1199.88,1818.605,0.029,"AlfInc",506.014526367188
"76854205010478_ereg_221",-83.3425,35.8413,9.293,1162.705,924.494,1915.787,-0.902,"AlfInc",429.282928466797
"76854507010538_ereg_221",-79.3906,40.9418,6.24,1113.607,1415.965,939.514,0.029,"Others",329.834716796875
"76854703010478_ereg_221",-83.4502,35.9051,8.973,1137.382,533.615,2374.934,0,"AlfInc",340.918731689453
"76854761010538_ereg_221",-79.4586,40.8781,6.762,1054.104,1474.663,950.274,0.488,"Others",287.913909912109
"76855227010478_ereg_231",-89.9373,35.2577,11.533,1318.827,985.545,2256.399,1,"AlfInc",86.6739730834961
"76855475010478_ereg_234",-90.0477,35.39,10.707,1278.291,1176.436,1784.31,-0.605,"EntVert",65.5968170166016
"76855578010478_ereg_234",-90.1578,35.087,9.55,1318.902,843.348,2186.249,0.893,"Others",61.639217376709
"76855646010538_ereg_M221",-78.3022,40.188,6.282,1067.809,944.163,1371.632,0.438,"AlfInc",404.314910888672
"76855891010538_ereg_M221",-78.668,39.8255,7.018,1050.31,994.497,1454.274,0.409,"AlfInc",459.674713134766
"76856334010538_ereg_M221",-78.2388,39.9618,6.997,1023.349,990.719,1567.634,-0.275,"AlfInc",477.138275146484
"76856818010538_ereg_M221",-78.5274,39.7532,7.03,977.93,997.343,1452.824,0.139,"AlfInc",386.625701904297
"76856950010478_ereg_223",-87.9865,36.5269,9.963,1310.404,1361.474,1458.115,-0.845,"AlfInc",155.125991821289
"76857108010478_ereg_223",-88.041,36.4358,9.335,1327.208,1590.508,1142.137,0.013,"AlfInc",160.161972045898
"76857240010478_ereg_223",-87.7164,36.4453,11.255,1289.054,1481.747,1501.231,0.488,"AlfInc",139.062149047852
"76857313010538_ereg_M221",-75.9669,40.6088,4.26,1280.476,1242.017,982.697,0,"AlfInc",382.666015625
"76857478010478_ereg_M221",-82.2045,36.5738,8.015,1117.078,501.704,2328.695,-0.127,"AlfInc",520.6064453125
"76857603010478_ereg_M221",-82.5325,36.4923,8.21,1117.578,1185.864,1708.307,-0.513,"AlfInc",434.449523925781
"76857746010478_ereg_M221",-82.4207,36.4541,8.39,1073.727,1209.46,1672.721,-0.615,"Others",447.907501220703
"76857933010478_ereg_M221",-82.13,36.4381,6.54,1206.872,1367.105,927.544,-1,"AlfInc",1268.74792480469
"76858213010538_ereg_M221",-78.2208,40.5989,6.117,1124.654,739.035,1843.887,0.335,"AlfInc",300.792633056641
"76858294010538_ereg_M221",-78.3638,40.6645,3.593,1186.655,1493.285,630.41,0.105,"AlfInc",718.747924804688
"76858363010538_ereg_M221",-78.405,40.6009,4.895,1102.734,989.459,1257.856,0.201,"Others",505.637237548828
"76858497010538_ereg_M221",-78.4301,40.559,4.585,1063.656,967.902,1275.275,0.33,"Others",499.527954101562
"76858575010478_ereg_231",-89.5743,35.4325,13.207,1316.825,736.294,2736.85,0.125,"AlfInc",94.8678512573242
"76858651010538_ereg_M221",-78.3556,40.363,5.175,1060.251,1063.983,1247.999,-1,"AlfInc",692.557495117188
"76859252010478_ereg_M221",-82.4726,36.0654,8.29,1290.484,1820.141,674.887,0,"AlfInc",847.755981445312
"76859338010478_ereg_M221",-82.5884,36.0587,7.715,1367.366,1950.546,318.744,0,"AlfInc",975.487731933594
"76859361010538_ereg_211",-76.5465,41.946,4.883,943.622,1323.42,980.479,-0.219,"AlfInc",313.679016113281
"76859431010478_ereg_M221",-82.3923,36.1865,8.505,1176.677,1798.952,669.014,-0.712,"AlfInc",754.752685546875
"76860129010538_ereg_211",-76.6596,41.8011,4.238,926.199,1024.671,1259.152,0.197,"AlfInc",361.987182617188
"76860254010538_ereg_211",-76.5801,41.6417,4.055,1055.941,966.262,1261.155,0.479,"AlfInc",418.291656494141
"76860551010538_ereg_221",-75.1478,40.5207,6.145,1265.114,1021.376,1508.039,0.315,"AlfInc",175.798126220703
"76861061010538_ereg_221",-75.4197,40.3957,6.492,1197.316,1061.747,1528.242,0.447,"AlfInc",134.982604980469
"76861081010478_ereg_223",-85.7985,35.8236,9.97,1382.485,913.044,2257.172,-0.739,"AlfInc",304.791717529297
"76861609010478_ereg_223",-87.7205,35.3433,11.025,1481.244,952.735,2085.43,-0.915,"AlfInc",292.574554443359
"76861794010538_ereg_221",-80.0593,40.9767,5.93,1063.263,1561.8,674.425,-0.065,"AlfInc",460.680389404297
"76862258010478_ereg_223",-87.9693,35.2801,10.902,1430.496,947.225,2045.84,-0.029,"AlfInc",193.620010375977
"76862305010538_ereg_221",-78.5284,40.674,4.738,1011.647,1220.205,953.103,0,"Others",440.68505859375
"76862441010478_ereg_231",-87.7591,35.0558,10.97,1463.513,905.918,2085.208,-0.195,"Others",274.717864990234
"76862541010478_ereg_231",-87.9082,35.0458,10.95,1451.146,1301.249,1662.356,0,"Others",236.598022460938
"76862568010538_ereg_M221",-78.8032,40.4543,5.082,1226.169,984.104,1461.546,0.467,"AlfInc",576.192138671875
"76862736010538_ereg_211",-78.1567,41.262,3.44,1128.625,1165.396,942.523,0,"Others",531.140808105469
"76862887010538_ereg_211",-78.2273,41.4893,3.593,1074.613,1526.38,610.892,0.398,"Others",513.452758789062
"76862907010478_ereg_231",-88.7248,36.1762,9.86,1349.456,875.526,2243.467,1,"AlfInc",113.855125427246
"76863006010538_ereg_211",-78.0929,41.418,2.537,1137.171,1482.307,569.7,0,"AlfInc",676.565246582031
"76863092010538_ereg_211",-78.1868,41.582,4.213,1095.081,1629.459,570.35,0.243,"Others",499.852264404297
"76863283010538_ereg_211",-78.1384,41.3444,4.715,1067.917,1290.865,993.233,0.109,"Others",267.383636474609
"76863413010538_ereg_211",-78.3957,41.5223,3.345,1105.98,1523.002,566.251,0.454,"Others",569.897033691406
"76863481010478_ereg_223",-85.3604,35.8282,9.865,1410.297,1252.498,1574.456,0.003,"AlfInc",435.495910644531
"76863554010538_ereg_M221",-75.8551,40.827,4.918,1336.284,1349.472,1143.639,0.281,"AlfInc",426.318023681641
"76863647010478_ereg_223",-85.4241,36.0366,10.037,1463.938,1268.486,1703.633,0.584,"AlfInc",484.559112548828
"76863689010538_ereg_211",-75.6003,40.956,4.795,1363.212,1575.798,691.054,-0.029,"AlfInc",504.249908447266
"76863757010478_ereg_223",-85.4699,35.9049,10.353,1434.478,929.759,2293.526,0.357,"AlfInc",283.410034179688
"76863834010538_ereg_M221",-75.7738,40.8732,5.415,1338.901,1038.739,1344.054,0.334,"Others",244.925521850586
"76863989010538_ereg_211",-75.5539,41.037,4.07,1353.482,1500.83,670.892,0.087,"Others",520.7900390625
"76864097010478_ereg_223",-85.6364,35.9054,9.765,1392.308,885.018,2088.9,-1,"Others",269.094146728516
"76864223010478_ereg_221",-85.2833,35.9819,9.807,1503.162,1258.569,1549.693,0.011,"Others",556.528686523438
"76864242010538_ereg_M221",-75.7186,41.0369,4.2,1252.071,1539.754,689.686,0.199,"AlfInc",420.226196289062
"76864524010538_ereg_221",-78.0777,41.1154,5.625,1024.728,655.349,1790.123,0.371,"AlfInc",402.216064453125
"76864531010478_ereg_223",-86.8855,35.9014,13.132,1357.165,736.082,2761.417,0.651,"Others",218.756500244141
"76864652010538_ereg_M221",-78.0938,40.8274,3.223,1035.44,965.725,1335.572,0.52,"Others",460.408599853516
"76864781010538_ereg_M221",-78.0167,40.9638,4.523,1138.309,1349.642,990.817,-0.047,"AlfInc",634.919067382812
"76864884010478_ereg_223",-86.8931,35.9052,12.69,1357.165,711.378,2579.499,-0.944,"Others",236.874267578125
"76865015010478_ereg_223",-87.1028,36.0076,12.072,1327.307,902.423,2147.263,0.059,"Others",243.039352416992
"76865083010478_ereg_223",-86.5404,36.2663,9.47,1294.649,849.82,2149.922,0.184,"AlfInc",172.709426879883
"76865232010478_ereg_223",-86.1636,36.0432,7.798,1425.529,1151.563,1656.011,0.027,"AlfInc",344.940460205078
"76865298010538_ereg_M221",-77.5292,40.9374,3.078,1125.443,1524.814,685.051,-0.218,"AlfInc",505.796722412109
"76865649010478_ereg_223",-86.3077,36.1056,9.467,1365.276,893.784,2223.109,-0.984,"Others",266.823608398438
"76865665010538_ereg_M221",-77.7705,41.1019,4.215,1081.94,1286.252,977.868,0.003,"AlfInc",390.549102783203
"76865750010538_ereg_M221",-77.3532,40.9166,5.765,1229.275,1726.794,733.202,-0.042,"AlfInc",388.510681152344
"76865836010478_ereg_231",-88.4052,35.7391,11.033,1345.957,954.344,2153.29,-0.424,"Others",159.675643920898
"76866308010538_ereg_M221",-78.312,40.7406,3.837,1184.745,1217.688,1013.499,0.109,"AlfInc",752.220886230469
"76866621010478_ereg_223",-88.0514,36.3639,8.383,1330.252,1111.248,1640.271,0,"Others",153.348358154297
"76866790010538_ereg_221",-75.7689,39.8101,5.008,1186.346,847.708,1973.098,0.325,"Others",121.082977294922
"76866800010478_ereg_223",-87.2848,35.9085,9.78,1357.773,864.698,2062.512,-0.899,"AlfInc",272.864624023438
"76866943010538_ereg_211",-79.3229,41.4264,0.54,1143.949,973.646,1301.046,-0.109,"AlfInc",417.54296875
"76867078010538_ereg_221",-79.2323,41.2571,3.065,1160.047,1885.079,351.695,0.222,"AlfInc",495.887145996094
"76867141010478_ereg_223",-87.6113,35.8282,10.348,1355.997,910.175,2022.946,-0.179,"Others",196.603775024414
"76867238010538_ereg_221",-79.2639,41.179,3.73,1156.416,961.419,1302.381,0.208,"Others",495.182556152344
"76867330010478_ereg_223",-87.6675,35.7844,9.867,1366.96,902.779,2039.945,0.013,"Others",222.57080078125
"76867374010538_ereg_221",-79.3624,41.0128,6.42,1110.549,1494.64,967.544,0.234,"Others",432.113098144531
"76867790010538_ereg_221",-78.4033,41.205,4.253,1119.457,1405.778,667.794,0.064,"AlfInc",621.2392578125
"76867969010538_ereg_221",-78.3456,40.975,5.05,1106.448,1317.012,985.755,-0.271,"Others",523.693176269531
"76867991010478_ereg_221",-84.1251,36.1488,9.652,1372.278,1226.216,1641.352,-0.087,"Others",327.583648681641
"76868172010478_ereg_M221",-84.2921,36.1028,9.017,1396.376,1153.405,1480.974,-0.085,"Others",318.821166992188
"76868351010538_ereg_221",-78.4353,41.1277,4.295,1121.24,1546.37,655.062,0.323,"AlfInc",653.714538574219
"76868366010478_ereg_223",-86.3412,35.6287,10.04,1436.88,890.8,2095.099,-0.179,"AlfInc",335.254974365234
"76868440010538_ereg_M221",-77.7001,40.7039,3.453,1125.586,964.995,1243.471,-0.421,"AlfInc",572.114868164062
"76868808010478_ereg_231",-87.9783,36.1399,9.82,1334.984,868.043,2096.924,0,"Others",162.832962036133
"76868872010478_ereg_231",-87.9725,36.2173,10.318,1336.485,909.058,2213.287,-0.571,"Others",156.595504760742
"76868914010538_ereg_211",-75.3676,41.1069,1.612,1339.74,1267.715,1077.314,0.175,"AlfInc",523.062561035156
"76869189010538_ereg_211",-75.248,41.2311,4.008,1245.912,1219.733,987.527,0.101,"AlfInc",544.015625
"76869662010478_ereg_221",-85.2076,35.4304,9.205,1519.224,1196.425,1530.937,-0.04,"Others",584.120666503906
